年 月 日 时 气温 露点温度 海平面压力 风向 风速 天气条件覆盖代码 液体沉淀深度(一小时) 液体沉淀深度(六小时)
2020 01 19 02   110    70 -9999   360    20 -9999 -9999 -9999
2020 01 19 03   120    78 10247   351     8     2 -9999 -9999
2020 01 19 04   130    70 -9999 -9999    10 -9999 -9999 -9999
2020 01 19 05   150    80 -9999   100    30 -9999 -9999 -9999
2020 01 19 06   161    81 10213   250    20     6 -9999     0
2020 01 19 07   140    70 -9999    60    40 -9999 -9999 -9999
2020 01 19 08   130    80 -9999    60    40 -9999 -9999 -9999
2020 01 19 09   132    62 10223   305    32     6 -9999 -9999
2020 01 19 10   120    80 -9999    40    40 -9999 -9999 -9999
2020 01 19 11   120    80 -9999    40    40 -9999 -9999 -9999
2020 01 19 12   119    80 10238   150    30     8 -9999     0
2020 01 19 13   120    70 -9999    20    40 -9999 -9999 -9999
2020 01 19 14   120    70 -9999    20    20 -9999 -9999 -9999
2020 01 19 15   112    75 10244   166     6 -9999 -9999 -9999
2020 01 19 16   120    70 -9999 -9999    10 -9999 -9999 -9999
2020 01 19 17   120    70 -9999    10    20 -9999 -9999 -9999
2020 01 19 18   109    74 10242   340    10 -9999 -9999 -9999
2020 01 19 19   120    70 -9999    30    40 -9999 -9999 -9999
2020 01 19 20   120    70 -9999    10    20 -9999 -9999 -9999
2020 01 19 21   106    73 10239   324    12 -9999 -9999 -9999
2020 01 19 22   120    80 -9999    30    30 -9999 -9999 -9999
2020 01 19 23   120    80 -9999    30    40 -9999 -9999 -9999
2020 01 20 00   109    76 10258   330    10     8 -9999     0
2020 01 20 01   140    80 -9999    50    50 -9999 -9999 -9999
2020 01 20 02   140    80 -9999    60    50 -9999 -9999 -9999
2020 01 20 03   140    71 10264   166    19     7 -9999 -9999
2020 01 20 04   140    70 -9999    60    40 -9999 -9999 -9999
2020 01 20 05   140    70 -9999    50    50 -9999 -9999 -9999
2020 01 20 06   149    75 10235   130    30     7 -9999     0
2020 01 20 07   140    70 -9999    50    50 -9999 -9999 -9999
2020 01 20 08   130    70 -9999    50    60 -9999 -9999 -9999
2020 01 20 09   135    73 10241   157    20     3 -9999 -9999
2020 01 20 10   120    70 -9999    30    50 -9999 -9999 -9999
2020 01 20 11   120    70 -9999    40    60 -9999 -9999 -9999
2020 01 20 12   110    67 10262    70    20     7 -9999     0
2020 01 20 13   120    60 -9999    50    50 -9999 -9999 -9999
2020 01 20 14   120    60 -9999    30    50 -9999 -9999 -9999
2020 01 20 15   107    62 10271    58    27 -9999 -9999 -9999
2020 01 20 16   120    60 -9999    30    50 -9999 -9999 -9999
2020 01 20 17   120    60 -9999    10    40 -9999 -9999 -9999
2020 01 20 18   105    53 10269    60    20 -9999 -9999     0
2020 01 20 19   110    60 -9999   360    30 -9999 -9999 -9999
2020 01 20 20   110    60 -9999   360    20 -9999 -9999 -9999
2020 01 20 21   101    36 10266    24    20 -9999 -9999 -9999
2020 01 20 22   110    50 -9999   360    20 -9999 -9999 -9999
2020 01 20 23   110    50 -9999   350    30     0 -9999 -9999
2020 01 21 00   108    47 10285    10    20     7 -9999     0
2020 01 21 01   130    50 -9999   340    30     0 -9999 -9999
2020 01 21 02   130    60 -9999   360    30     0 -9999 -9999
2020 01 21 03   145    57 10285   346    15     7 -9999 -9999
2020 01 21 04   150    70 -9999    20    40     0 -9999 -9999
2020 01 21 05   160    70 -9999    30    40     0 -9999 -9999
2020 01 21 06   158    68 10248   150    20     7 -9999     0
2020 01 21 07   160    80 -9999    20    40     0 -9999 -9999
2020 01 21 08   160    80 -9999    20    40     0 -9999 -9999
2020 01 21 09   155    72 10243   175    20     7 -9999 -9999
2020 01 21 10   140    80 -9999    30    30     0 -9999 -9999
2020 01 21 11   140    80 -9999    10    20     0 -9999 -9999
2020 01 21 12   132    79 10248   160    20     7 -9999     0
2020 01 21 13   130    90 -9999   340    20     0 -9999 -9999
2020 01 21 14   130    90 -9999 -9999    10 -9999 -9999 -9999
2020 01 21 15   127    88 10245   279     6     0 -9999 -9999
2020 01 21 16   130    80 -9999   300    20     0 -9999 -9999
2020 01 21 17   130    80 -9999   320    20     0 -9999 -9999
2020 01 21 18   121    82 10228   290    10     0 -9999     0
2020 01 21 19   130    90 -9999 -9999    10     0 -9999 -9999
2020 01 21 20   120    90 -9999     0     0     0 -9999 -9999
2020 01 21 21   111    85 10214   312    22 -9999 -9999 -9999
2020 01 21 22   130    90 -9999   280    20 -9999 -9999 -9999
2020 01 21 23   140    90 -9999   280    30 -9999 -9999 -9999
2020 01 22 00   119    89 10223   290    10     7 -9999     0
2020 01 22 01   160   100 -9999   270    30 -9999 -9999 -9999
2020 01 22 02   180   110 -9999   280    20 -9999 -9999 -9999
2020 01 22 03   157    96 10221   232     5     7 -9999 -9999
2020 01 22 04   180   110 -9999   190    30 -9999 -9999 -9999
2020 01 22 05   180   110 -9999   170    20 -9999 -9999 -9999
2020 01 22 06   198   105 10183   130    10     4 -9999     1
2020 01 22 07   190   120 -9999   150    30 -9999 -9999 -9999
2020 01 22 08   180   120 -9999   140    20 -9999 -9999 -9999
2020 01 22 09   196   153 10178    59     9     6 -9999     1
2020 01 22 10   180   130 -9999   170    40 -9999 -9999 -9999
2020 01 22 11   170   120 -9999   160    30 -9999 -9999 -9999
2020 01 22 12   177   153 10190   310    20     4 -9999    -1
2020 01 22 13   170   120 -9999   160    40     0 -9999 -9999
2020 01 22 14   160   120 -9999   180    50     0 -9999 -9999
2020 01 22 15   166   143 10191   229    10     0 -9999 -9999
2020 01 22 16   150   130 -9999   220    30     0 -9999 -9999
2020 01 22 17   160   130 -9999 -9999    10 -9999 -9999 -9999
2020 01 22 18   150   140 10187   350    10 -9999 -9999     0
2020 01 22 19   150   130 -9999   360    20 -9999 -9999 -9999
2020 01 22 20   150   130 -9999    90    20 -9999 -9999 -9999
2020 01 22 21   147   141 10184   327    13 -9999 -9999 -9999
2020 01 22 22   150   130 -9999 -9999    10 -9999 -9999 -9999
2020 01 22 23   160   130 -9999   300    20 -9999 -9999 -9999
2020 01 23 00   154   144 10196   360    10     7 -9999     0
2020 01 23 01   170   140 -9999    20    20 -9999 -9999 -9999
2020 01 23 02   190   140 -9999    40    60 -9999 -9999 -9999
2020 01 23 03   217   162 10200   159    25     7 -9999 -9999
2020 01 23 04   170   130 -9999    40    50 -9999 -9999 -9999
2020 01 23 05   160   130 -9999    50    50 -9999 -9999 -9999
2020 01 23 06   194   149 10182   150    30     7 -9999     0
2020 01 23 07   150   140 -9999    40    30 -9999 -9999 -9999
2020 01 23 08   150   130 -9999    30    40 -9999 -9999 -9999
2020 01 23 09   170   139 10190   158    24     8 -9999 -9999
2020 01 23 10   140   130 -9999    30    50 -9999 -9999 -9999
2020 01 23 11   140   130 -9999    20    40 -9999 -9999 -9999
2020 01 23 12   152   139 10210   220    10     8 -9999    -1
2020 01 23 13   140   140 -9999    30    40 -9999 -9999 -9999
2020 01 23 14   140   130 -9999    30    50 -9999 -9999 -9999
2020 01 23 15   150   139 10221   267    10 -9999 -9999 -9999
2020 01 23 16   140   130 -9999    40    60 -9999 -9999 -9999
2020 01 23 17   130   120 -9999    30    60 -9999 -9999 -9999
2020 01 23 18   145   142 10219   190    20 -9999 -9999     3
2020 01 23 19   140   130 -9999    30    50 -9999 -9999 -9999
2020 01 23 20   140   130 -9999    30    60 -9999 -9999 -9999
2020 01 23 21   136   133 10217   155    21 -9999 -9999     5
2020 01 23 22   140   130 -9999    30    40 -9999 -9999 -9999
2020 01 23 23   140   130 -9999    40    50 -9999 -9999 -9999
2020 01 24 00   137   134 10236   150    10     8 -9999     4
2020 01 24 01   140   130 -9999    30    60 -9999 -9999 -9999
2020 01 24 02   130   130 -9999    30    60 -9999 -9999 -9999
2020 01 24 03   147   143 10245   155    18     8 -9999     3
2020 01 24 04   140   130 -9999    30    70 -9999 -9999 -9999
2020 01 24 05   140   130 -9999    40    80 -9999 -9999 -9999
2020 01 24 06   153   137 10220   170    30     8 -9999     1
2020 01 24 07   140   120 -9999    30    70 -9999 -9999 -9999
2020 01 24 08   140   120 -9999    30    60 -9999 -9999 -9999
2020 01 24 09   145   139 10225   166     8     8 -9999 -9999
2020 01 24 10   130   120 -9999    40    70 -9999 -9999 -9999
2020 01 24 11   130   120 -9999    30    70 -9999 -9999 -9999
2020 01 24 12   136   133 10245   220    20     8 -9999     1
2020 01 24 13   130   120 -9999    30    60 -9999 -9999 -9999
2020 01 24 14   130   120 -9999    40    50 -9999 -9999 -9999
2020 01 24 15   131   128 10243   156    19 -9999 -9999     3
2020 01 24 16   130   120 -9999    40    60 -9999 -9999 -9999
2020 01 24 17   130   120 -9999    20    50 -9999 -9999 -9999
2020 01 24 18   128   126 10222   170    10 -9999 -9999     3
2020 01 24 19   130   120 -9999    40    70 -9999 -9999 -9999
2020 01 24 20   130   120 -9999    30    60 -9999 -9999 -9999
2020 01 24 21   127   126 10215   266    10 -9999 -9999     2
2020 01 24 22   130   120 -9999    30    60 -9999 -9999 -9999
2020 01 24 23   130   120 -9999    40    20 -9999 -9999 -9999
2020 01 25 00   134   131 10226    30    10     8 -9999     1
2020 01 25 01   140   130 -9999    40    40 -9999 -9999 -9999
2020 01 25 02   150   130 -9999    50    40 -9999 -9999 -9999
2020 01 25 03   157   138 10223   202    12     8 -9999 -9999
2020 01 25 04   150   130 -9999    40    40 -9999 -9999 -9999
2020 01 25 05   150   120 -9999    40    50 -9999 -9999 -9999
2020 01 25 06   170   133 10191   210    10     8 -9999     0
2020 01 25 07   150   120 -9999    30    50 -9999 -9999 -9999
2020 01 25 08   150   120 -9999    40    60 -9999 -9999 -9999
2020 01 25 09   160   133 10193   147    16     8 -9999 -9999
2020 01 25 10   130   110 -9999    40    80 -9999 -9999 -9999
2020 01 25 11   130   110 -9999    30    60 -9999 -9999 -9999
2020 01 25 12   139   126 10206   160    30     8 -9999     0
2020 01 25 13   130   120 -9999    50    70 -9999 -9999 -9999
2020 01 25 14   130   120 -9999    30    70 -9999 -9999 -9999
2020 01 25 15   137   126 10202   193    15 -9999 -9999 -9999
2020 01 25 16   140   120 -9999    40    60 -9999 -9999 -9999
2020 01 25 17   130   120 -9999    30    60 -9999 -9999 -9999
2020 01 25 18   132   129 10178   280    10 -9999 -9999    10
2020 01 25 19   140   120 -9999    30    50 -9999 -9999 -9999
2020 01 25 20   130   120 -9999    30    70 -9999 -9999 -9999
2020 01 25 21   131   128 10162   304    11 -9999 -9999    52
2020 01 25 22   130   120 -9999    30    40 -9999 -9999 -9999
2020 01 25 23   130   120 -9999   360    30 -9999 -9999 -9999
2020 01 26 00   133   130 10176   300    10     8 -9999   100
2020 01 26 01   140   130 -9999    10    30 -9999 -9999 -9999
2020 01 26 02   140   130 -9999   360    30 -9999 -9999 -9999
2020 01 26 03   155   147 10152   274    13     8 -9999    58
2020 01 26 04   150   130 -9999    40    50 -9999 -9999 -9999
2020 01 26 05   150   130 -9999    30    40 -9999 -9999 -9999
2020 01 26 06   148   143 10149   290    20 -9999 -9999    20
2020 01 26 07   150   140 -9999   310    20 -9999 -9999 -9999
2020 01 26 08   150   140 -9999   270    20 -9999 -9999 -9999
2020 01 26 09   136   127 10139   313    34     8 -9999    37
2020 01 26 10   140   140 -9999     0     0 -9999 -9999 -9999
2020 01 26 11   140   140 -9999 -9999    10 -9999 -9999 -9999
2020 01 26 12   132   107 10139   310    80     8 -9999    20
2020 01 26 13   140   140 -9999   280    20 -9999 -9999 -9999
2020 01 26 14   140   130 -9999   280    20 -9999 -9999 -9999
2020 01 26 15   126    79 10161   308    66 -9999 -9999 -9999
2020 01 26 16   140    80 -9999   290    50 -9999 -9999 -9999
2020 01 26 17   130    80 -9999   310    30 -9999 -9999 -9999
2020 01 26 18   108    64 10162   310    60 -9999 -9999     0
2020 01 26 19   120    70 -9999   320    20 -9999 -9999 -9999
2020 01 26 20   110    70 -9999    10    20 -9999 -9999 -9999
2020 01 26 21    97    53 10156   305    55 -9999 -9999 -9999
2020 01 26 22   100    60 -9999   290    20 -9999 -9999 -9999
2020 01 26 23   100    60 -9999   290    20 -9999 -9999 -9999
2020 01 27 00   104    52 10182   310    50     4 -9999     0
2020 01 27 01   130    60 -9999   300    40 -9999 -9999 -9999
2020 01 27 02   140    60 -9999   310    40 -9999 -9999 -9999
2020 01 27 03   127    45 10195   313    69     4 -9999 -9999
2020 01 27 04   160    60 -9999   310    40 -9999 -9999 -9999
2020 01 27 05   160    60 -9999   330    30 -9999 -9999 -9999
2020 01 27 06   135    41 10167   300    60     2 -9999     0
2020 01 27 07   170    50 -9999   270    50 -9999 -9999 -9999
2020 01 27 08   160    60 -9999   120    40 -9999 -9999 -9999
2020 01 27 09   116    36 10173   305    57     3 -9999 -9999
2020 01 27 10   140    50 -9999   210    10 -9999 -9999 -9999
2020 01 27 11   130    50 -9999   270    20 -9999 -9999 -9999
2020 01 27 12   104    37 10192   310    40     7 -9999     0
2020 01 27 13   130    70 -9999 -9999    30 -9999 -9999 -9999
2020 01 27 14   130    70 -9999    30    50 -9999 -9999 -9999
2020 01 27 15   101    43 10200   306    23 -9999 -9999 -9999
2020 01 27 16   130    80 -9999    50    60 -9999 -9999 -9999
2020 01 27 17   120    70 -9999    40    70 -9999 -9999 -9999
2020 01 27 18    98    38 10199   310    20 -9999 -9999     0
2020 01 27 19   120    70 -9999    40    50 -9999 -9999 -9999
2020 01 27 20   120    70 -9999    20    50 -9999 -9999 -9999
2020 01 27 21    96    38 10197   307    25 -9999 -9999 -9999
2020 01 27 22   120    70 -9999    40    60 -9999 -9999 -9999
2020 01 27 23   110    60 -9999    30    50 -9999 -9999 -9999
2020 01 28 00    95    39 10207   310    30     8 -9999     0
2020 01 28 01   120    50 -9999    40    50 -9999 -9999 -9999
2020 01 28 02   120    50 -9999    50    50 -9999 -9999 -9999
2020 01 28 03   111    46 10215   320     9     8 -9999 -9999
2020 01 28 04   130    50 -9999    30    50 -9999 -9999 -9999
2020 01 28 05   120    50 -9999    30    50 -9999 -9999 -9999
2020 01 28 06   133    37 10190   310    30     7 -9999     0
2020 01 28 07   120    50 -9999    50    50 -9999 -9999 -9999
2020 01 28 08   120    50 -9999    60    50 -9999 -9999 -9999
2020 01 28 09   115    24 10198   310    47     6 -9999 -9999
2020 01 28 10   110    50 -9999    40    40 -9999 -9999 -9999
2020 01 28 11   110    50 -9999    20    30 -9999 -9999 -9999
2020 01 28 12    99    25 10224   300    40     7 -9999     0
2020 01 28 13   110    60 -9999    20    20 -9999 -9999 -9999
2020 01 28 14   110    60 -9999    10    20 -9999 -9999 -9999
2020 01 28 15    95    24 10231   312    23 -9999 -9999 -9999
2020 01 28 16   110    70 -9999   340    20 -9999 -9999 -9999
2020 01 28 17   110    60 -9999    20    40 -9999 -9999 -9999
2020 01 28 18    88    22 10225   310    40 -9999 -9999     0
2020 01 28 19   100    70 -9999   330    20 -9999 -9999 -9999
2020 01 28 20    90    70 -9999   330    20 -9999 -9999 -9999
2020 01 28 21    86    17 10226   313    37 -9999 -9999 -9999
2020 01 28 22    90    70 -9999    90    20 -9999 -9999 -9999
2020 01 28 23    90    70 -9999   350    20 -9999 -9999 -9999
2020 01 29 00    85    12 10238   320    40 -9999 -9999     0
2020 01 29 01    90    70 -9999   350    20 -9999 -9999 -9999
2020 01 29 02   100    30 -9999   340    20 -9999 -9999 -9999
2020 01 29 03   105     0 10238   321    42     6 -9999 -9999
2020 01 29 04   120    30 -9999 -9999    20 -9999 -9999 -9999
2020 01 29 05   140    40 -9999 -9999    20 -9999 -9999 -9999
2020 01 29 06   136    -4 10207   290    30     2 -9999     0
2020 01 29 07   140    40 -9999    90    50 -9999 -9999 -9999
2020 01 29 08   120    30 -9999   100    40 -9999 -9999 -9999
2020 01 29 09   135    -6 10203   321    41     1 -9999 -9999
2020 01 29 10   110    40 -9999    60    40 -9999 -9999 -9999
2020 01 29 11   100    40 -9999    10    20 -9999 -9999 -9999
2020 01 29 12    88    30 10225   170    20     1 -9999     0
2020 01 29 13    90    40 -9999    10    30 -9999 -9999 -9999
2020 01 29 14    90    40 -9999    40    30 -9999 -9999 -9999
2020 01 29 15    76    29 10233   329    14 -9999 -9999 -9999
2020 01 29 16    90    30 -9999    10    20 -9999 -9999 -9999
2020 01 29 17    90    30 -9999   320    20 -9999 -9999 -9999
2020 01 29 18    57    16 10236   310    30 -9999 -9999     0
2020 01 29 19    90    40 -9999   330    20 -9999 -9999 -9999
2020 01 29 20    90    40 -9999   320    30 -9999 -9999 -9999
2020 01 29 21    50    -7 10232   310    29 -9999 -9999 -9999
2020 01 29 22    80    20 -9999   320    30 -9999 -9999 -9999
2020 01 29 23    60    10 -9999   300    20 -9999 -9999 -9999
2020 01 30 00    58   -21 10252   310    30 -9999 -9999     0
2020 01 30 01   100    10 -9999   290    20 -9999 -9999 -9999
2020 01 30 02   120   -30 -9999    10    30 -9999 -9999 -9999
2020 01 30 03   112   -29 10245   284    20     0 -9999 -9999
2020 01 30 04   140   -40 -9999 -9999    20 -9999 -9999 -9999
2020 01 30 05   140   -20 -9999    90    50 -9999 -9999 -9999
2020 01 30 06   144   -29 10212   300    40 -9999 -9999     0
2020 01 30 07   140   -20 -9999    90    50 -9999 -9999 -9999
2020 01 30 08   140     0 -9999    90    40 -9999 -9999 -9999
2020 01 30 09   136   -50 10212   302    55     0 -9999 -9999
2020 01 30 10    90    10 -9999     0     0 -9999 -9999 -9999
2020 01 30 11    70    20 -9999     0     0 -9999 -9999 -9999
2020 01 30 12   104   -40 10233   330    30 -9999 -9999     0
2020 01 30 13    80    20 -9999   340    20     0 -9999 -9999
2020 01 30 14    70    10 -9999 -9999    10     0 -9999 -9999
2020 01 30 15    92   -30 10243     6    11     0 -9999 -9999
2020 01 30 16    60    20 -9999 -9999    10     0 -9999 -9999
2020 01 30 17    60    20 -9999 -9999    10     0 -9999 -9999
2020 01 30 18    59   -27 10243   320    20     0 -9999     0
2020 01 30 19    80    10 -9999   340    30     0 -9999 -9999
2020 01 30 20    70    10 -9999   310    20     0 -9999 -9999
2020 01 30 21    45   -31 10240   300    26     0 -9999 -9999
2020 01 30 22    70   -10 -9999   340    20     0 -9999 -9999
2020 01 30 23    70   -10 -9999   310    20 -9999 -9999 -9999
2020 01 31 00    54   -22 10262   340    20 -9999 -9999     0
2020 01 31 01   110     0 -9999   350    20     0 -9999 -9999
2020 01 31 02   130     0 -9999    10    30     0 -9999 -9999
2020 01 31 03   115   -31 10266   276    15     0 -9999 -9999
2020 01 31 04   140   -20 -9999    60    50     0 -9999 -9999
2020 01 31 05   140   -20 -9999    60    50 -9999 -9999 -9999
2020 01 31 06   158   -47 10233   170    30 -9999 -9999     0
2020 01 31 07   140   -20 -9999    70    50 -9999 -9999 -9999
2020 01 31 08   130   -10 -9999    70    50 -9999 -9999 -9999
